/home/wenjun/anaconda2/bin/python2.7 /home/wenjun/AnacondaProjects/on_my_git/DCN/run_raw_mnist.py
/home/wenjun/anaconda2/lib/python2.7/site-packages/theano/gpuarray/dnn.py:135: UserWarning: Your cuDNN version is more recent than Theano. If you encounter problems, try updating Theano or downgrading cuDNN to version 5.1.
Pre-training layer 1, epoch 19, cost  0.29078888031
Pre-training layer 1, epoch 20, cost  0.285048036551
Pre-training layer 1, epoch 21, cost  0.279697471872
Pre-training layer 1, epoch 22, cost  0.274449376315
Pre-training layer 1, epoch 23, cost  0.269671117949
Pre-training layer 1, epoch 24, cost  0.265011323125
Pre-training layer 1, epoch 25, cost  0.260709662808
Pre-training layer 1, epoch 26, cost  0.257145604236
Pre-training layer 1, epoch 27, cost  0.253133711762
Pre-training layer 1, epoch 28, cost  0.249857113004
Pre-training layer 1, epoch 29, cost  0.246539735407
Pre-training layer 1, epoch 30, cost  0.243172612353
Pre-training layer 1, epoch 31, cost  0.240457207547
Pre-training layer 1, epoch 32, cost  0.237429129188
Pre-training layer 1, epoch 33, cost  0.234861605221
Pre-training layer 1, epoch 34, cost  0.232115144693
Pre-training layer 1, epoch 35, cost  0.229884101791
Pre-training layer 1, epoch 36, cost  0.227393106783
Pre-training layer 1, epoch 37, cost  0.224953464348
Pre-training layer 1, epoch 38, cost  0.223035433
Pre-training layer 1, epoch 39, cost  0.221145795373
Pre-training layer 1, epoch 40, cost  0.218847017919
Pre-training layer 1, epoch 41, cost  0.217225456538
Pre-training layer 1, epoch 42, cost  0.215175504607
Pre-training layer 1, epoch 43, cost  0.213530813489
Pre-training layer 1, epoch 44, cost  0.212367576183
Pre-training layer 1, epoch 45, cost  0.210153967116
Pre-training layer 1, epoch 46, cost  0.208651054805
Pre-training layer 1, epoch 47, cost  0.207149162028
Pre-training layer 1, epoch 48, cost  0.205782262742
Pre-training layer 1, epoch 49, cost  0.204413081943
Pre-training layer 2, epoch 0, cost  4.82335488214
Pre-training layer 2, epoch 1, cost  1.41778357044
Pre-training layer 2, epoch 2, cost  1.0781170282
Pre-training layer 2, epoch 3, cost  0.914656735662
Pre-training layer 2, epoch 4, cost  0.820594135782
Pre-training layer 2, epoch 5, cost  0.749621177652
Pre-training layer 2, epoch 6, cost  0.699674799456
Pre-training layer 2, epoch 7, cost  0.661451745714
Pre-training layer 2, epoch 8, cost  0.638041329628
Pre-training layer 2, epoch 9, cost  0.615045606957
Pre-training layer 2, epoch 10, cost  0.599831018829
Pre-training layer 2, epoch 11, cost  0.574443616159
Pre-training layer 2, epoch 12, cost  0.569948829341
Pre-training layer 2, epoch 13, cost  0.5493584299
Pre-training layer 2, epoch 14, cost  0.539388705864
Pre-training layer 2, epoch 15, cost  0.530195954397
Pre-training layer 2, epoch 16, cost  0.517941178762
Pre-training layer 2, epoch 17, cost  0.514328185646
Pre-training layer 2, epoch 18, cost  0.5100040804
Pre-training layer 2, epoch 19, cost  0.496372827834
Pre-training layer 2, epoch 20, cost  0.497173730855
Pre-training layer 2, epoch 21, cost  0.489540225431
Pre-training layer 2, epoch 22, cost  0.483208164643
Pre-training layer 2, epoch 23, cost  0.47893056845
Pre-training layer 2, epoch 24, cost  0.474712352507
Pre-training layer 2, epoch 25, cost  0.472261665228
Pre-training layer 2, epoch 26, cost  0.469544902206
Pre-training layer 2, epoch 27, cost  0.466465259524
Pre-training layer 2, epoch 28, cost  0.462809003992
Pre-training layer 2, epoch 29, cost  0.459022462295
Pre-training layer 2, epoch 30, cost  0.457719754361
Pre-training layer 2, epoch 31, cost  0.454962251471
Pre-training layer 2, epoch 32, cost  0.452094851748
Pre-training layer 2, epoch 33, cost  0.450478319267
Pre-training layer 2, epoch 34, cost  0.448875912487
Pre-training layer 2, epoch 35, cost  0.445333607765
Pre-training layer 2, epoch 36, cost  0.445521906592
Pre-training layer 2, epoch 37, cost  0.443283018999
Pre-training layer 2, epoch 38, cost  0.440985905464
Pre-training layer 2, epoch 39, cost  0.439714200084
Pre-training layer 2, epoch 40, cost  0.438722772426
Pre-training layer 2, epoch 41, cost  0.438234436161
Pre-training layer 2, epoch 42, cost  0.437692166487
Pre-training layer 2, epoch 43, cost  0.435578555712
Pre-training layer 2, epoch 44, cost  0.4345012315
Pre-training layer 2, epoch 45, cost  0.433413987257
Pre-training layer 2, epoch 46, cost  0.43231315536
Pre-training layer 2, epoch 47, cost  0.431275203973
Pre-training layer 2, epoch 48, cost  0.430281681849
Pre-training layer 2, epoch 49, cost  0.429284265723
Pre-training layer 3, epoch 0, cost  3.59898563767
Pre-training layer 3, epoch 1, cost  0.70217801339
Pre-training layer 3, epoch 2, cost  0.44207622193
Pre-training layer 3, epoch 3, cost  0.31466044626
Pre-training layer 3, epoch 4, cost  0.240018347982
Pre-training layer 3, epoch 5, cost  0.19076350728
Pre-training layer 3, epoch 6, cost  0.162486393945
Pre-training layer 3, epoch 7, cost  0.142023831339
Pre-training layer 3, epoch 8, cost  0.124622670432
Pre-training layer 3, epoch 9, cost  0.111717063296
Pre-training layer 3, epoch 10, cost  0.1027741989
Pre-training layer 3, epoch 11, cost  0.0959191598994
Pre-training layer 3, epoch 12, cost  0.0891766450243
Pre-training layer 3, epoch 13, cost  0.0824080041325
Pre-training layer 3, epoch 14, cost  0.07825894416
Pre-training layer 3, epoch 15, cost  0.0735090284222
Pre-training layer 3, epoch 16, cost  0.0698947154843
Pre-training layer 3, epoch 17, cost  0.0662901891553
Pre-training layer 3, epoch 18, cost  0.0632050196896
Pre-training layer 3, epoch 19, cost  0.0604534414672
Pre-training layer 3, epoch 20, cost  0.0579124895169
Pre-training layer 3, epoch 21, cost  0.0554881358245
Pre-training layer 3, epoch 22, cost  0.0530924501879
Pre-training layer 3, epoch 23, cost  0.0508213044928
Pre-training layer 3, epoch 24, cost  0.0490622059603
Pre-training layer 3, epoch 25, cost  0.0476506261543
Pre-training layer 3, epoch 26, cost  0.0460855247897
Pre-training layer 3, epoch 27, cost  0.0443117957674
Pre-training layer 3, epoch 28, cost  0.0428312642417
Pre-training layer 3, epoch 29, cost  0.041504198788
Pre-training layer 3, epoch 30, cost  0.0401193884041
Pre-training layer 3, epoch 31, cost  0.0389085809761
Pre-training layer 3, epoch 32, cost  0.0376823179188
Pre-training layer 3, epoch 33, cost  0.0365878722328
Pre-training layer 3, epoch 34, cost  0.0354958492178
Pre-training layer 3, epoch 35, cost  0.0344854332362
Pre-training layer 3, epoch 36, cost  0.0335166561012
Pre-training layer 3, epoch 37, cost  0.0325881826805
Pre-training layer 3, epoch 38, cost  0.0317132454948
Pre-training layer 3, epoch 39, cost  0.030879024815
Pre-training layer 3, epoch 40, cost  0.0300843410649
Pre-training layer 3, epoch 41, cost  0.0292768053407
Pre-training layer 3, epoch 42, cost  0.0284668019575
Pre-training layer 3, epoch 43, cost  0.027584715958
Pre-training layer 3, epoch 44, cost  0.0266270851731
Pre-training layer 3, epoch 45, cost  0.0258123242913
Pre-training layer 3, epoch 46, cost  0.0253507456656
Pre-training layer 3, epoch 47, cost  0.0250284149844
Pre-training layer 3, epoch 48, cost  0.0246292998107
Pre-training layer 3, epoch 49, cost  0.0241318443134
Pre-training layer 4, epoch 0, cost  4.214518449
Pre-training layer 4, epoch 1, cost  1.16600113626
Pre-training layer 4, epoch 2, cost  0.96656395147
Pre-training layer 4, epoch 3, cost  0.930032201465
Pre-training layer 4, epoch 4, cost  0.91240712131
Pre-training layer 4, epoch 5, cost  0.899860023704
Pre-training layer 4, epoch 6, cost  0.890639879868
Pre-training layer 4, epoch 7, cost  0.883356371183
Pre-training layer 4, epoch 8, cost  0.877358865259
Pre-training layer 4, epoch 9, cost  0.872317459019
Pre-training layer 4, epoch 10, cost  0.868057090942
Pre-training layer 4, epoch 11, cost  0.864428780795
Pre-training layer 4, epoch 12, cost  0.861139308114
Pre-training layer 4, epoch 13, cost  0.858270937205
Pre-training layer 4, epoch 14, cost  0.855755621651
Pre-training layer 4, epoch 15, cost  0.853438910786
Pre-training layer 4, epoch 16, cost  0.851374613504
Pre-training layer 4, epoch 17, cost  0.84949085427
Pre-training layer 4, epoch 18, cost  0.847734548735
Pre-training layer 4, epoch 19, cost  0.846166591422
Pre-training layer 4, epoch 20, cost  0.844672824735
Pre-training layer 4, epoch 21, cost  0.843272585954
Pre-training layer 4, epoch 22, cost  0.842008809662
Pre-training layer 4, epoch 23, cost  0.840865545089
Pre-training layer 4, epoch 24, cost  0.839729297287
Pre-training layer 4, epoch 25, cost  0.838737682876
Pre-training layer 4, epoch 26, cost  0.837755578073
Pre-training layer 4, epoch 27, cost  0.836847189967
Pre-training layer 4, epoch 28, cost  0.835982413298
Pre-training layer 4, epoch 29, cost  0.835189429769
Pre-training layer 4, epoch 30, cost  0.834426401271
Pre-training layer 4, epoch 31, cost  0.833708845556
Pre-training layer 4, epoch 32, cost  0.833017429955
Pre-training layer 4, epoch 33, cost  0.832349580094
Pre-training layer 4, epoch 34, cost  0.831757352804
Pre-training layer 4, epoch 35, cost  0.831178068541
Pre-training layer 4, epoch 36, cost  0.830620696012
Pre-training layer 4, epoch 37, cost  0.830074879532
Pre-training layer 4, epoch 38, cost  0.829587493617
Pre-training layer 4, epoch 39, cost  0.829090507871
Pre-training layer 4, epoch 40, cost  0.828631931924
Pre-training layer 4, epoch 41, cost  0.82819358335
Pre-training layer 4, epoch 42, cost  0.827777859984
Pre-training layer 4, epoch 43, cost  0.827362678126
Pre-training layer 4, epoch 44, cost  0.826993259038
Pre-training layer 4, epoch 45, cost  0.826616417833
Pre-training layer 4, epoch 46, cost  0.826269324558
Pre-training layer 4, epoch 47, cost  0.825912203443
Pre-training layer 4, epoch 48, cost  0.82558243911
Pre-training layer 4, epoch 49, cost  0.825271759879
Pre-training layer 5, epoch 0, cost  5.44038359028
Pre-training layer 5, epoch 1, cost  3.45113839105
Pre-training layer 5, epoch 2, cost  3.43552460586
Pre-training layer 5, epoch 3, cost  3.4291862071
Pre-training layer 5, epoch 4, cost  3.42581645442
Pre-training layer 5, epoch 5, cost  3.42367817463
Pre-training layer 5, epoch 6, cost  3.42209565182
Pre-training layer 5, epoch 7, cost  3.42080773743
Pre-training layer 5, epoch 8, cost  3.41967826253
Pre-training layer 5, epoch 9, cost  3.41863010237
Pre-training layer 5, epoch 10, cost  3.41759974105
Pre-training layer 5, epoch 11, cost  3.41653675619
Pre-training layer 5, epoch 12, cost  3.41538672469
Pre-training layer 5, epoch 13, cost  3.41409045493
Pre-training layer 5, epoch 14, cost  3.41256884809
Pre-training layer 5, epoch 15, cost  3.41071281131
Pre-training layer 5, epoch 16, cost  3.40836389157
Pre-training layer 5, epoch 17, cost  3.40528567819
Pre-training layer 5, epoch 18, cost  3.40111200964
Pre-training layer 5, epoch 19, cost  3.39535617543
Pre-training layer 5, epoch 20, cost  3.38769129116
Pre-training layer 5, epoch 21, cost  3.3790300949
Pre-training layer 5, epoch 22, cost  3.37201724488
Pre-training layer 5, epoch 23, cost  3.36783282853
Pre-training layer 5, epoch 24, cost  3.36534348388
Pre-training layer 5, epoch 25, cost  3.36364372297
Pre-training layer 5, epoch 26, cost  3.36236590685
Pre-training layer 5, epoch 27, cost  3.36134466654
Pre-training layer 5, epoch 28, cost  3.36049091234
Pre-training layer 5, epoch 29, cost  3.3597548393
Pre-training layer 5, epoch 30, cost  3.35910334885
Pre-training layer 5, epoch 31, cost  3.35851739967
Pre-training layer 5, epoch 32, cost  3.357980831
Pre-training layer 5, epoch 33, cost  3.35748502437
Pre-training layer 5, epoch 34, cost  3.3570234864
Pre-training layer 5, epoch 35, cost  3.3565907157
Pre-training layer 5, epoch 36, cost  3.35618200087
Pre-training layer 5, epoch 37, cost  3.35579523179
Pre-training layer 5, epoch 38, cost  3.3554275987
Pre-training layer 5, epoch 39, cost  3.35507713128
Pre-training layer 5, epoch 40, cost  3.354741969
Pre-training layer 5, epoch 41, cost  3.35442139711
Pre-training layer 5, epoch 42, cost  3.35411342364
Pre-training layer 5, epoch 43, cost  3.35381794715
Pre-training layer 5, epoch 44, cost  3.35353383116
Pre-training layer 5, epoch 45, cost  3.35326046051
Pre-training layer 5, epoch 46, cost  3.35299724568
Pre-training layer 5, epoch 47, cost  3.35274382315
Pre-training layer 5, epoch 48, cost  3.35249935191
The pretraining code for file multi_layer_km.pyc ran for 25.77m
Pre-training layer 5, epoch 49, cost  3.35226397175
Initial NMI for deep clustering: 0.51
ARI for deep clustering: 0.38
... getting the finetuning functions
ACC for deep clustering: 0.53
... finetunning the model
Fine-tuning epoch 1 ++++
Total cost: 3.82627, Reconstruction: 3.61724, Clustering: 0.20903,
Fine-tuning epoch 2 ++++
Total cost: 1.84010, Reconstruction: 1.61291, Clustering: 0.22719,
Fine-tuning epoch 3 ++++
Total cost: 1.61625, Reconstruction: 1.35926, Clustering: 0.25699,
Fine-tuning epoch 4 ++++
Total cost: 1.49346, Reconstruction: 1.23588, Clustering: 0.25758,
Fine-tuning epoch 5 ++++
Total cost: 1.40358, Reconstruction: 1.15321, Clustering: 0.25037,
Fine-tuning epoch 6 ++++
Total cost: 1.34506, Reconstruction: 1.09572, Clustering: 0.24934,
Fine-tuning epoch 7 ++++
Total cost: 1.29448, Reconstruction: 1.04853, Clustering: 0.24594,
Fine-tuning epoch 8 ++++
Total cost: 1.25828, Reconstruction: 1.01554, Clustering: 0.24273,
Fine-tuning epoch 9 ++++
Total cost: 1.22864, Reconstruction: 0.98933, Clustering: 0.23931,
Fine-tuning epoch 10 ++++
Total cost: 1.20288, Reconstruction: 0.96647, Clustering: 0.23640,
Fine-tuning epoch 11 ++++
Total cost: 1.18340, Reconstruction: 0.94929, Clustering: 0.23411,
Fine-tuning epoch 12 ++++
Total cost: 1.16272, Reconstruction: 0.93071, Clustering: 0.23200,
Fine-tuning epoch 13 ++++
Total cost: 1.14468, Reconstruction: 0.91383, Clustering: 0.23086,
Fine-tuning epoch 14 ++++
Total cost: 1.12898, Reconstruction: 0.89901, Clustering: 0.22996,
Fine-tuning epoch 15 ++++
Total cost: 1.11095, Reconstruction: 0.88309, Clustering: 0.22786,
Fine-tuning epoch 16 ++++
Total cost: 1.09530, Reconstruction: 0.86905, Clustering: 0.22624,
Fine-tuning epoch 17 ++++
Total cost: 1.08213, Reconstruction: 0.85688, Clustering: 0.22525,
Fine-tuning epoch 18 ++++
Total cost: 1.06958, Reconstruction: 0.84595, Clustering: 0.22363,
Fine-tuning epoch 19 ++++
Total cost: 1.06173, Reconstruction: 0.83882, Clustering: 0.22291,
Fine-tuning epoch 20 ++++
Total cost: 1.05098, Reconstruction: 0.82867, Clustering: 0.22231,
Fine-tuning epoch 21 ++++
Total cost: 1.04246, Reconstruction: 0.82129, Clustering: 0.22117,
Fine-tuning epoch 22 ++++
Total cost: 1.03270, Reconstruction: 0.81255, Clustering: 0.22016,
Fine-tuning epoch 23 ++++
Total cost: 1.02748, Reconstruction: 0.80723, Clustering: 0.22025,
Fine-tuning epoch 24 ++++
Total cost: 1.02064, Reconstruction: 0.80112, Clustering: 0.21952,
Fine-tuning epoch 25 ++++
Total cost: 1.00926, Reconstruction: 0.79144, Clustering: 0.21781,
Fine-tuning epoch 26 ++++
Total cost: 1.00396, Reconstruction: 0.78601, Clustering: 0.21795,
Fine-tuning epoch 27 ++++
Total cost: 0.99568, Reconstruction: 0.77888, Clustering: 0.21680,
Fine-tuning epoch 28 ++++
Total cost: 0.98721, Reconstruction: 0.77172, Clustering: 0.21549,
Fine-tuning epoch 29 ++++
Total cost: 0.97959, Reconstruction: 0.76568, Clustering: 0.21391,
Fine-tuning epoch 30 ++++
Total cost: 0.96896, Reconstruction: 0.75676, Clustering: 0.21220,
Fine-tuning epoch 31 ++++
Total cost: 0.96647, Reconstruction: 0.75417, Clustering: 0.21230,
Fine-tuning epoch 32 ++++
Total cost: 0.96121, Reconstruction: 0.74869, Clustering: 0.21252,
Fine-tuning epoch 33 ++++
Total cost: 0.95668, Reconstruction: 0.74487, Clustering: 0.21181,
Fine-tuning epoch 34 ++++
Total cost: 0.94834, Reconstruction: 0.73780, Clustering: 0.21054,
Fine-tuning epoch 35 ++++
Total cost: 0.94880, Reconstruction: 0.73669, Clustering: 0.21211,
Fine-tuning epoch 36 ++++
Total cost: 0.94420, Reconstruction: 0.73168, Clustering: 0.21252,
Fine-tuning epoch 37 ++++
Total cost: 0.93665, Reconstruction: 0.72644, Clustering: 0.21021,
Fine-tuning epoch 38 ++++
Total cost: 0.93374, Reconstruction: 0.72404, Clustering: 0.20970,
Fine-tuning epoch 39 ++++
Total cost: 0.92742, Reconstruction: 0.71820, Clustering: 0.20923,
Fine-tuning epoch 40 ++++
Total cost: 0.92351, Reconstruction: 0.71443, Clustering: 0.20908,
Fine-tuning epoch 41 ++++
Total cost: 0.91370, Reconstruction: 0.70635, Clustering: 0.20736,
Fine-tuning epoch 42 ++++
Total cost: 0.91488, Reconstruction: 0.70712, Clustering: 0.20777,
Fine-tuning epoch 43 ++++
Total cost: 0.90818, Reconstruction: 0.70155, Clustering: 0.20663,
Fine-tuning epoch 44 ++++
Total cost: 0.90529, Reconstruction: 0.69858, Clustering: 0.20671,
Fine-tuning epoch 45 ++++
Total cost: 0.89615, Reconstruction: 0.69178, Clustering: 0.20436,
Fine-tuning epoch 46 ++++
Total cost: 0.89297, Reconstruction: 0.68814, Clustering: 0.20483,
Fine-tuning epoch 47 ++++
Total cost: 0.89315, Reconstruction: 0.68786, Clustering: 0.20529,
Fine-tuning epoch 48 ++++
Total cost: 0.88029, Reconstruction: 0.67843, Clustering: 0.20186,
Fine-tuning epoch 49 ++++
Total cost: 0.88196, Reconstruction: 0.67734, Clustering: 0.20462,
Fine-tuning epoch 50 ++++
Total cost: 0.87545, Reconstruction: 0.67242, Clustering: 0.20303,
Average squared 2-D reconstruction error: 0.6724
NMI for deep clustering: 0.57
ARI for deep clustering: 0.41
ACC for deep clustering: 0.56
The training code for file multi_layer_km.pyc ran for 24.26m
... building the model
... getting the pretraining functions
... pre-training the model
Pre-training layer 0, epoch 0, cost  3.12264215519
Pre-training layer 0, epoch 1, cost  0.975544508037
Pre-training layer 0, epoch 2, cost  0.784571215954
Pre-training layer 0, epoch 3, cost  0.697744364389
Pre-training layer 0, epoch 4, cost  0.644379454926
Pre-training layer 0, epoch 5, cost  0.60667004832
Pre-training layer 0, epoch 6, cost  0.577820425949
Pre-training layer 0, epoch 7, cost  0.554939088228
Pre-training layer 0, epoch 8, cost  0.535966552699
Pre-training layer 0, epoch 9, cost  0.519643698304
Pre-training layer 0, epoch 10, cost  0.505561207996
Pre-training layer 0, epoch 11, cost  0.493201333242
Pre-training layer 0, epoch 12, cost  0.482287365143
Pre-training layer 0, epoch 13, cost  0.472474966122
Pre-training layer 0, epoch 14, cost  0.463612599491
Pre-training layer 0, epoch 15, cost  0.455563979862
Pre-training layer 0, epoch 16, cost  0.448141198467
Pre-training layer 0, epoch 17, cost  0.441316743745
Pre-training layer 0, epoch 18, cost  0.435026895666
Pre-training layer 0, epoch 19, cost  0.429199879492
Pre-training layer 0, epoch 20, cost  0.423770720212
Pre-training layer 0, epoch 21, cost  0.41868873626
Pre-training layer 0, epoch 22, cost  0.41392460498
Pre-training layer 0, epoch 23, cost  0.409470724081
Pre-training layer 0, epoch 24, cost  0.405272008604
Pre-training layer 0, epoch 25, cost  0.401303567407
Pre-training layer 0, epoch 26, cost  0.39753250595
Pre-training layer 0, epoch 27, cost  0.393966377947
Pre-training layer 0, epoch 28, cost  0.390558824622
Pre-training layer 0, epoch 29, cost  0.387329560451
Pre-training layer 0, epoch 30, cost  0.38423452649
Pre-training layer 0, epoch 31, cost  0.381280316595
Pre-training layer 0, epoch 32, cost  0.37845285245
Pre-training layer 0, epoch 33, cost  0.375753600325
Pre-training layer 0, epoch 34, cost  0.373159385339
Pre-training layer 0, epoch 35, cost  0.370672621631
Pre-training layer 0, epoch 36, cost  0.368282856779
Pre-training layer 0, epoch 37, cost  0.365973620495
Pre-training layer 0, epoch 38, cost  0.36376105759
Pre-training layer 0, epoch 39, cost  0.361610141886
Pre-training layer 0, epoch 40, cost  0.359547142386
Pre-training layer 0, epoch 41, cost  0.357537589341
Pre-training layer 0, epoch 42, cost  0.355608979559
Pre-training layer 0, epoch 43, cost  0.353742399931
Pre-training layer 0, epoch 44, cost  0.351929178253
Pre-training layer 0, epoch 45, cost  0.350171043828
Pre-training layer 0, epoch 46, cost  0.348454898466
Pre-training layer 0, epoch 47, cost  0.346791689109
Pre-training layer 0, epoch 48, cost  0.345174807302
Pre-training layer 0, epoch 49, cost  0.34360332079
Pre-training layer 1, epoch 0, cost  3.86945180603
Pre-training layer 1, epoch 1, cost  1.01578863864
Pre-training layer 1, epoch 2, cost  0.734309260297
Pre-training layer 1, epoch 3, cost  0.613980349837
Pre-training layer 1, epoch 4, cost  0.54473017028
Pre-training layer 1, epoch 5, cost  0.497687092494
Pre-training layer 1, epoch 6, cost  0.462519233141
Pre-training layer 1, epoch 7, cost  0.434750991202
Pre-training layer 1, epoch 8, cost  0.411637681179
Pre-training layer 1, epoch 9, cost  0.39278609939
Pre-training layer 1, epoch 10, cost  0.37647273806
Pre-training layer 1, epoch 11, cost  0.362270134232
Pre-training layer 1, epoch 12, cost  0.348929228018
Pre-training layer 1, epoch 13, cost  0.338418049581
Pre-training layer 1, epoch 14, cost  0.327990656552
Pre-training layer 1, epoch 15, cost  0.318941416099
Pre-training layer 1, epoch 16, cost  0.310801511499
Pre-training layer 1, epoch 17, cost  0.30349881345
Pre-training layer 1, epoch 18, cost  0.296610240482
Pre-training layer 1, epoch 19, cost  0.290126578797
Pre-training layer 1, epoch 20, cost  0.284481386194
Pre-training layer 1, epoch 21, cost  0.278675062501
Pre-training layer 1, epoch 22, cost  0.27410108645
Pre-training layer 1, epoch 23, cost  0.269029859535
Pre-training layer 1, epoch 24, cost  0.264416450483
Pre-training layer 1, epoch 25, cost  0.260725140152
Pre-training layer 1, epoch 26, cost  0.25679822919
Pre-training layer 1, epoch 27, cost  0.252634904275
Pre-training layer 1, epoch 28, cost  0.249406952841
Pre-training layer 1, epoch 29, cost  0.246246398452
Pre-training layer 1, epoch 30, cost  0.243189169189
Pre-training layer 1, epoch 31, cost  0.239929940892
Pre-training layer 1, epoch 32, cost  0.237527920451
Pre-training layer 1, epoch 33, cost  0.234142292921
Pre-training layer 1, epoch 34, cost  0.232093616706
Pre-training layer 1, epoch 35, cost  0.229529596914
Pre-training layer 1, epoch 36, cost  0.227194210713
Pre-training layer 1, epoch 37, cost  0.224797784963
Pre-training layer 1, epoch 38, cost  0.22333106015
Pre-training layer 1, epoch 39, cost  0.220786835169
Pre-training layer 1, epoch 40, cost  0.21884028744
Pre-training layer 1, epoch 41, cost  0.216760508626
Pre-training layer 1, epoch 42, cost  0.215233189332
Pre-training layer 1, epoch 43, cost  0.213547603839
Pre-training layer 1, epoch 44, cost  0.211890463365
Pre-training layer 1, epoch 45, cost  0.210501571091
Pre-training layer 1, epoch 46, cost  0.208896395287
Pre-training layer 1, epoch 47, cost  0.207463036089
Pre-training layer 1, epoch 48, cost  0.205968565832
Pre-training layer 1, epoch 49, cost  0.204613010763
Pre-training layer 2, epoch 0, cost  4.82893930971
Pre-training layer 2, epoch 1, cost  1.40815103869
Pre-training layer 2, epoch 2, cost  1.07175344508
Pre-training layer 2, epoch 3, cost  0.910916366685
Pre-training layer 2, epoch 4, cost  0.817716181067
Pre-training layer 2, epoch 5, cost  0.733029544498
Pre-training layer 2, epoch 6, cost  0.702972325437
Pre-training layer 2, epoch 7, cost  0.652221245853
Pre-training layer 2, epoch 8, cost  0.630943273983
Pre-training layer 2, epoch 9, cost  0.610699076806
Pre-training layer 2, epoch 10, cost  0.595147923559
Pre-training layer 2, epoch 11, cost  0.563662130068
Pre-training layer 2, epoch 12, cost  0.561618040074
Pre-training layer 2, epoch 13, cost  0.546732371473
Pre-training layer 2, epoch 14, cost  0.532608167459
Pre-training layer 2, epoch 15, cost  0.519212646755
Pre-training layer 2, epoch 16, cost  0.513805157618
Pre-training layer 2, epoch 17, cost  0.510552454121
Pre-training layer 2, epoch 18, cost  0.496972802019
Pre-training layer 2, epoch 19, cost  0.495482193446
Pre-training layer 2, epoch 20, cost  0.483280627058
Pre-training layer 2, epoch 21, cost  0.484639188971
Pre-training layer 2, epoch 22, cost  0.478721770625
Pre-training layer 2, epoch 23, cost  0.472219392599
Pre-training layer 2, epoch 24, cost  0.467147743068
Pre-training layer 2, epoch 25, cost  0.464332553289
Pre-training layer 2, epoch 26, cost  0.461345520276
Pre-training layer 2, epoch 27, cost  0.460550312134
Pre-training layer 2, epoch 28, cost  0.456220600576
Pre-training layer 2, epoch 29, cost  0.453037605257
Pre-training layer 2, epoch 30, cost  0.451048166549
Pre-training layer 2, epoch 31, cost  0.448317587564
Pre-training layer 2, epoch 32, cost  0.445521003482
Pre-training layer 2, epoch 33, cost  0.443714088783
Pre-training layer 2, epoch 34, cost  0.441321832107
Pre-training layer 2, epoch 35, cost  0.43958116048
Pre-training layer 2, epoch 36, cost  0.437621681111
Pre-training layer 2, epoch 37, cost  0.435951521538
Pre-training layer 2, epoch 38, cost  0.434369724815
Pre-training layer 2, epoch 39, cost  0.432807322332
Pre-training layer 2, epoch 40, cost  0.431386048152
Pre-training layer 2, epoch 41, cost  0.430020496034
Pre-training layer 2, epoch 42, cost  0.428693098615
Pre-training layer 2, epoch 43, cost  0.427413362843
Pre-training layer 2, epoch 44, cost  0.426133780824
Pre-training layer 2, epoch 45, cost  0.425121181557
Pre-training layer 2, epoch 46, cost  0.424200090444
Pre-training layer 2, epoch 47, cost  0.423161549455
Pre-training layer 2, epoch 48, cost  0.422150890168
Pre-training layer 2, epoch 49, cost  0.421250911394
Pre-training layer 3, epoch 0, cost  3.59618390909
Pre-training layer 3, epoch 1, cost  0.699157734077
Pre-training layer 3, epoch 2, cost  0.439717136106
Pre-training layer 3, epoch 3, cost  0.311194380227
Pre-training layer 3, epoch 4, cost  0.239836724731
Pre-training layer 3, epoch 5, cost  0.192801128379
Pre-training layer 3, epoch 6, cost  0.164826061371
Pre-training layer 3, epoch 7, cost  0.143411382759
Pre-training layer 3, epoch 8, cost  0.125570348371
Pre-training layer 3, epoch 9, cost  0.112448102057
Pre-training layer 3, epoch 10, cost  0.102987363839
Pre-training layer 3, epoch 11, cost  0.096624942221
Pre-training layer 3, epoch 12, cost  0.0904433027093
Pre-training layer 3, epoch 13, cost  0.0834409904859
Pre-training layer 3, epoch 14, cost  0.0790584785792
Pre-training layer 3, epoch 15, cost  0.0743701311845
Pre-training layer 3, epoch 16, cost  0.0707053276145
Pre-training layer 3, epoch 17, cost  0.0669076113698
Pre-training layer 3, epoch 18, cost  0.063656324955
Pre-training layer 3, epoch 19, cost  0.0606832396164
Pre-training layer 3, epoch 20, cost  0.057921098801
Pre-training layer 3, epoch 21, cost  0.0554845020734
Pre-training layer 3, epoch 22, cost  0.0533725479774
Pre-training layer 3, epoch 23, cost  0.0515344799583
Pre-training layer 3, epoch 24, cost  0.0497685290105
Pre-training layer 3, epoch 25, cost  0.0478740941267
Pre-training layer 3, epoch 26, cost  0.0459983366459
Pre-training layer 3, epoch 27, cost  0.0444690834979
Pre-training layer 3, epoch 28, cost  0.0431189824911
Pre-training layer 3, epoch 29, cost  0.0415633564114
Pre-training layer 3, epoch 30, cost  0.0403657722321
Pre-training layer 3, epoch 31, cost  0.0390084316794
Pre-training layer 3, epoch 32, cost  0.0379113264113
Pre-training layer 3, epoch 33, cost  0.0367085761326
Pre-training layer 3, epoch 34, cost  0.0356842106094
Pre-training layer 3, epoch 35, cost  0.0346588016171
Pre-training layer 3, epoch 36, cost  0.0336825736133
Pre-training layer 3, epoch 37, cost  0.0327638102906
Pre-training layer 3, epoch 38, cost  0.03187536069
